study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952600	RA0522_WholeBlood-BL	RA0522_WholeBlood-BL	9544	Macaca mulatta	GSM7064154_A0340_S87_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791856		SAMN33440266	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23874907	2369315164	SRR38105674	23874907	7186347007
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952599	RA0522_WholeBlood-BL	RA0522_WholeBlood-BL	9544	Macaca mulatta	GSM7064153_A0339_S88_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791855		SAMN33440267	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24861455	2469219802	SRR38105675	24861455	7483297955
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952598	RA0452_LN-ING-L	RA0452_LN-ING-L	9544	Macaca mulatta	GSM7063998_A0135_S160_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791857		SAMN33440422	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28597917	2822609245	SRR38105676	28597917	8607973017
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952789	RA0452_WholeBlood-D5	RA0452_WholeBlood-D5	9544	Macaca mulatta	GSM7064152_A0338_S89_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792026		SAMN33440268	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27059881	2709123446	SRR38105677	27059881	8145024181
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952597	RA0452_LN-AX-R	RA0452_LN-AX-R	9544	Macaca mulatta	GSM7063997_A0134_S161_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791854		SAMN33440423	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23855008	2358970750	SRR38105678	23855008	7180357408
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952596	RA0452_Ovary	RA0452_Ovary	9544	Macaca mulatta	GSM7063996_A0133_S4_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791852		SAMN33440424	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32207667	3401045408	SRR38105679	32207667	9694507767
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952595	RA0452_Brain-Gr	RA0452_Brain-Gr	9544	Macaca mulatta	GSM7063995_A0132_S81_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791853		SAMN33440425	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	29379358	3400754019	SRR38105680	29379358	8843186758
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952594	RA0452_Brain-Wh	RA0452_Brain-Wh	9544	Macaca mulatta	GSM7063994_A0131_S58_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791851		SAMN33440426	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	17054827	1840005520	SRR38105681	17054827	5133502927
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952593	A0129	A0129	9544	Macaca mulatta	GSM7063993_A0129	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791850		SAMN33440427	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	29555301	2882140201	SRR38105682	29555301	8896145601
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952592	RA0452_Kidney	RA0452_Kidney	9544	Macaca mulatta	GSM7063992_A0128_S55_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791848		SAMN33440428	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	12251793	1295532108	SRR38105683	12251793	3687789693
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952591	RA0452_Spleen	RA0452_Spleen	9544	Macaca mulatta	GSM7063991_A0127_S112_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791847		SAMN33440429	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25753898	2530694768	SRR38105684	25753898	7751923298
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952590	RA0552_Skin-Non-Rash	RA0552_Skin-Non-Rash	9544	Macaca mulatta	GSM7063990_A0126_S35_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791849		SAMN33440430	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22246378	2374477529	SRR38105685	22246378	6696159778
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952589	RA0552_Skin-Rash	RA0552_Skin-Rash	9544	Macaca mulatta	GSM7063989_A0125_S36_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791845		SAMN33440431	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	15853350	1684997798	SRR38105686	15853350	4771858350
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952588	RA1803_Skin-Rash	RA1803_Skin-Rash	9544	Macaca mulatta	GSM7063908_A0013_S47_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791846		SAMN33440512	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	4614100	495538925	SRR38105687	4614100	1388844100
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952587	A0123_L2	A0123_L2	9544	Macaca mulatta	GSM7063988_A0123_L2	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791844		SAMN33440432	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	4768708	471490038	SRR38105688	4768708	1435381108
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952586	RA0552_LN-MES	RA0552_LN-MES	9544	Macaca mulatta	GSM7063987_A0122_S162_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791843		SAMN33440433	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24127332	2337496183	SRR38105689	24127332	7262326932
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952585	RA0552_LN-ING-L	RA0552_LN-ING-L	9544	Macaca mulatta	GSM7063986_A0121_S163_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791842		SAMN33440434	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25443121	2471907243	SRR38105690	25443121	7658379421
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952584	RA0552_LN-AX-R	RA0552_LN-AX-R	9544	Macaca mulatta	GSM7063985_A0120_S164_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791840		SAMN33440435	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25780297	2531826718	SRR38105691	25780297	7759869397
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952583	RA0552_Ovary	RA0552_Ovary	9544	Macaca mulatta	GSM7063984_A0119_S5_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791841		SAMN33440436	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	58582642	6173690652	SRR38105692	58582642	17633375242
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952582	RA0552_Brain-Gr	RA0552_Brain-Gr	9544	Macaca mulatta	GSM7063983_A0118_S28_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791839		SAMN33440437	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	31902636	3342986017	SRR38105693	31902636	9602693436
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952581	RA0552_Brain-Wh	RA0552_Brain-Wh	9544	Macaca mulatta	GSM7063982_A0117_S115_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791838		SAMN33440438	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11619679	1372525803	SRR38105694	11619679	3497523379
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952579	Zyagen_D000_Ovary.160421_long_S15	Zyagen_D000_Ovary.160421_long_S15	9544	Macaca mulatta	GSM7064202_Zyagen_D000_Ovary-160421_long_S15_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791837		SAMN33440218	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8773778	1081802014	SRR38105695	8773778	2623359622
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952578	Zyagen_D000_Ovary.160421_long_S15	Zyagen_D000_Ovary.160421_long_S15	9544	Macaca mulatta	GSM7064202_Zyagen_D000_Ovary-160421_long_S15_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791837		SAMN33440218	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8821425	1081667244	SRR38105696	8821425	2637606075
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952577	Zyagen_D000_LN.190507_long_S6	Zyagen_D000_LN.190507_long_S6	9544	Macaca mulatta	GSM7064201_Zyagen_D000_LN-190507_long_S6_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791836		SAMN33440219	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8018257	974439826	SRR38105697	8018257	2397458843
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952576	Zyagen_D000_LN.190507_long_S6	Zyagen_D000_LN.190507_long_S6	9544	Macaca mulatta	GSM7064201_Zyagen_D000_LN-190507_long_S6_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791836		SAMN33440219	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8299497	1007087524	SRR38105698	8299497	2481549603
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952575	Zyagen_D000_LN.190507_long_S6	Zyagen_D000_LN.190507_long_S6	9544	Macaca mulatta	GSM7064201_Zyagen_D000_LN-190507_long_S6_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791836		SAMN33440219	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8169166	991310763	SRR38105699	8169166	2442580634
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952574	Zyagen_D000_LN.190507_long_S6	Zyagen_D000_LN.190507_long_S6	9544	Macaca mulatta	GSM7064201_Zyagen_D000_LN-190507_long_S6_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791836		SAMN33440219	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8269592	997490686	SRR38105700	8269592	2472608008
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952573	Zyagen_D000_Liver.190507_long_S3	Zyagen_D000_Liver.190507_long_S3	9544	Macaca mulatta	GSM7064200_Zyagen_D000_Liver-190507_long_S3_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791834		SAMN33440220	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	3605084	436205990	SRR38105701	3605084	1077920116
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952572	Zyagen_D000_Liver.190507_long_S3	Zyagen_D000_Liver.190507_long_S3	9544	Macaca mulatta	GSM7064200_Zyagen_D000_Liver-190507_long_S3_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791834		SAMN33440220	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	3758401	455852023	SRR38105702	3758401	1123761899
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952571	RA0700_LN-AX-R	RA0700_LN-AX-R	9544	Macaca mulatta	GSM7063932_A0050_S179_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791835		SAMN33440488	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27438619	2699904764	SRR38105703	27438619	8259024319
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952570	Zyagen_D000_Liver.190507_long_S3	Zyagen_D000_Liver.190507_long_S3	9544	Macaca mulatta	GSM7064200_Zyagen_D000_Liver-190507_long_S3_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791834		SAMN33440220	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	3712070	449897912	SRR38105704	3712070	1109908930
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952569	Zyagen_D000_Liver.190507_long_S3	Zyagen_D000_Liver.190507_long_S3	9544	Macaca mulatta	GSM7064200_Zyagen_D000_Liver-190507_long_S3_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791834		SAMN33440220	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	3738153	450836025	SRR38105705	3738153	1117707747
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952568	Zyagen_D000_Kidney.190507_long_S7	Zyagen_D000_Kidney.190507_long_S7	9544	Macaca mulatta	GSM7064199_Zyagen_D000_Kidney-190507_long_S7_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791832		SAMN33440221	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10289229	1266154320	SRR38105706	10289229	3076479471
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952567	Zyagen_D000_Kidney.190507_long_S7	Zyagen_D000_Kidney.190507_long_S7	9544	Macaca mulatta	GSM7064199_Zyagen_D000_Kidney-190507_long_S7_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791832		SAMN33440221	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10648705	1307882727	SRR38105707	10648705	3183962795
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952566	Zyagen_D000_Kidney.190507_long_S7	Zyagen_D000_Kidney.190507_long_S7	9544	Macaca mulatta	GSM7064199_Zyagen_D000_Kidney-190507_long_S7_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791832		SAMN33440221	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10477544	1287198308	SRR38105708	10477544	3132785656
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952565	Zyagen_D000_Kidney.190507_long_S7	Zyagen_D000_Kidney.190507_long_S7	9544	Macaca mulatta	GSM7064199_Zyagen_D000_Kidney-190507_long_S7_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791832		SAMN33440221	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10588939	1293152087	SRR38105709	10588939	3166092761
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952564	Zyagen_D000_Brain.190507_long_S5	Zyagen_D000_Brain.190507_long_S5	9544	Macaca mulatta	GSM7064198_Zyagen_D000_Brain-190507_long_S5_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791831		SAMN33440222	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5407860	652585087	SRR38105710	5407860	1616950140
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952563	Zyagen_D000_Brain.190507_long_S5	Zyagen_D000_Brain.190507_long_S5	9544	Macaca mulatta	GSM7064198_Zyagen_D000_Brain-190507_long_S5_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791831		SAMN33440222	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5581518	672809001	SRR38105711	5581518	1668873882
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952562	Zyagen_D000_Brain.190507_long_S5	Zyagen_D000_Brain.190507_long_S5	9544	Macaca mulatta	GSM7064198_Zyagen_D000_Brain-190507_long_S5_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791831		SAMN33440222	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5493347	661752595	SRR38105712	5493347	1642510753
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952561	Zyagen_D000_Brain.190507_long_S5	Zyagen_D000_Brain.190507_long_S5	9544	Macaca mulatta	GSM7064198_Zyagen_D000_Brain-190507_long_S5_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791831		SAMN33440222	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5553386	665532732	SRR38105713	5553386	1660462414
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952560	RA0700_Ovary	RA0700_Ovary	9544	Macaca mulatta	GSM7063931_A0049_S12_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791829		SAMN33440489	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	100080	10584920	SRR38105714	100080	30124080
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952559	Zyagen_D000_Adrenal.190507_long_S4	Zyagen_D000_Adrenal.190507_long_S4	9544	Macaca mulatta	GSM7064197_Zyagen_D000_Adrenal-190507_long_S4_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791828		SAMN33440223	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4150771	501261537	SRR38105715	4150771	1241080529
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952813	Zyagen_D000_Adrenal.190507_long_S4	Zyagen_D000_Adrenal.190507_long_S4	9544	Macaca mulatta	GSM7064197_Zyagen_D000_Adrenal-190507_long_S4_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791828		SAMN33440223	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4303249	519966962	SRR38105716	4303249	1286671451
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952557	RA1819_Sex-Organ	RA1819_Sex-Organ	9544	Macaca mulatta	GSM7064108_A0292_S102_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791827		SAMN33440312	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28272681	3224013086	SRR38105717	28272681	8510076981
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952556	RA1819_LN-MES	RA1819_LN-MES	9544	Macaca mulatta	GSM7064107_A0290_S124_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791826		SAMN33440313	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19761875	1901028697	SRR38105718	19761875	5948324375
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952555	RA1819_LN-ING-L	RA1819_LN-ING-L	9544	Macaca mulatta	GSM7064106_A0289_S125_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791824		SAMN33440314	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	33278981	3310421515	SRR38105719	33278981	10016973281
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952554	RA1819_LN-AX-R	RA1819_LN-AX-R	9544	Macaca mulatta	GSM7064105_A0288_S126_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791833		SAMN33440315	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27805837	2770889769	SRR38105720	27805837	8369556937
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952553	RA1819_Ovary	RA1819_Ovary	9544	Macaca mulatta	GSM7064104_A0287_S103_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791822		SAMN33440316	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28319575	3313509499	SRR38105721	28319575	8524192075
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952552	RA1819_Brain-Gr	RA1819_Brain-Gr	9544	Macaca mulatta	GSM7064103_A0286_S70_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791819		SAMN33440317	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21788233	2543187059	SRR38105722	21788233	6558258133
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952551	RA1819_Adrenal	RA1819_Adrenal	9544	Macaca mulatta	GSM7064102_A0284	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791820		SAMN33440318	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	9059349	945348672	SRR38105723	9059349	2726864049
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952550	A0283	A0283	9544	Macaca mulatta	GSM7064101_A0283	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791818		SAMN33440319	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	72422946	7011177618	SRR38105724	72422946	21799306746
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952549	RA1819_Kidney	RA1819_Kidney	9544	Macaca mulatta	GSM7064100_A0282_S91_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791817		SAMN33440320	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	74625376	8534593956	SRR38105725	74625376	22462238176
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952548	RA1819_Spleen	RA1819_Spleen	9544	Macaca mulatta	GSM7064099_A0281_S10_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791816		SAMN33440321	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	2128054	224983391	SRR38105726	2128054	640544254
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952547	RA0850_Sex-Organ	RA0850_Sex-Organ	9544	Macaca mulatta	GSM7063919_A0026_S14_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791815		SAMN33440501	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	54432193	5698804854	SRR38105727	54432193	16384090093
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952546	RA1803_Liver-L	RA1803_Liver-L	9544	Macaca mulatta	GSM7063901_A0003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791825		SAMN33440519	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	24431114	2438512326	SRR38105728	24431114	7353765314
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952545	RA1074_Skin-Non-Rash	RA1074_Skin-Non-Rash	9544	Macaca mulatta	GSM7064098_A0280_S20_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791823		SAMN33440322	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11675043	1239711963	SRR38105729	11675043	3514187943
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952544	RA1074_Skin-Rash	RA1074_Skin-Rash	9544	Macaca mulatta	GSM7064097_A0279_S21_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791814		SAMN33440323	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	8146350	859933487	SRR38105730	8146350	2452051350
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952543	RA1074_Sex-Organ	RA1074_Sex-Organ	9544	Macaca mulatta	GSM7064096_A0278_S104_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791813		SAMN33440324	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	48016464	5558258753	SRR38105731	48016464	14452955664
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952542	RA1074_LN-MES	RA1074_LN-MES	9544	Macaca mulatta	GSM7064095_A0276_S127_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791812		SAMN33440325	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	30392390	2969236221	SRR38105732	30392390	9148109390
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952541	RA1074_LN-ING-L	RA1074_LN-ING-L	9544	Macaca mulatta	GSM7064094_A0275_S128_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791811		SAMN33440326	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27432777	2733647916	SRR38105733	27432777	8257265877
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952540	RA1074_LN-AX-R	RA1074_LN-AX-R	9544	Macaca mulatta	GSM7064093_A0274_S129_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791821		SAMN33440327	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26934060	2630637378	SRR38105734	26934060	8107152060
